portfolioId,symbol,numberofshares,cashvalue
87,TDC,786.00,677.54
100,MSFT,44.00,424.19
71,GOOG,961.00,124.75
56,JNPR,151.00,393.72
18,MSFT,201.00,257.56
88,ADBE,786.00,184.77
56,STX,189.00,362.17
74,ADBE,459.00,18.69
75,MU,379.00,771.76
18,NFLX,212.00,63.06
39,IBM,512.00,932.71
85,VRSN,812.00,343.32
43,GOOG,501.00,460.31
71,EA,896.00,193.72
34,XRX,186.00,643.67
100,ZBRA,278.00,118.38
98,HPQ,544.00,126.25
85,XRX,148.00,214.78
97,TSM,87.00,36.08
32,CSCO,911.00,375.96
88,CSCO,344.00,669.11
98,ZM,952.00,332.13
64,ACN,505.00,939.28
44,JNPR,731.00,218.60
29,TDC,557.00,200.53
36,VRSN,194.00,763.92
40,EA,481.00,718.95
12,JNPR,671.00,380.89
44,SNPS,376.00,27.17
72,GOOG,92.00,412.54
11,ORCL,703.00,628.67
39,AMAT,553.00,536.30
49,IBM,169.00,36.04
33,AAPL,49.00,861.91
93,TSM,211.00,925.29
79,CSCO,414.00,571.80
5,QCOM,375.00,267.34
5,MSFT,348.00,47.67
86,FB,411.00,658.07
19,LRCX,746.00,302.97
87,IBM,323.00,710.07
48,CRM,387.00,197.87
57,NVDA,157.00,291.98
15,ORCL,470.00,352.32
96,NFLX,832.00,605.46
61,GOOG,403.00,891.99
87,DELL,901.00,575.14
89,VRSN,702.00,163.32
87,VRSN,724.00,793.50
77,AVGO,870.00,335.75
2,ATVI,169.00,310.63
68,ADBE,637.00,372.97
3,ZM,635.00,887.59
71,MU,4.00,199.54
29,QCOM,863.00,942.85
29,ZBRA,112.00,15.42
39,CRM,751.00,312.56
62,VRSN,88.00,617.94
29,GOOG,145.00,118.46
55,ZBRA,663.00,279.43
5,AAPL,342.00,491.19
10,GOOG,534.00,198.24
92,ADBE,908.00,632.25
28,FB,154.00,792.19
14,ORCL,226.00,714.38
73,INTC,895.00,135.28
78,FB,86.00,417.94
2,FB,271.00,652.30
90,ATVI,555.00,480.14
35,TXN,249.00,780.63
30,MU,301.00,494.11
64,ADBE,477.00,684.39
31,TSM,520.00,336.53
62,AMAT,664.00,263.46
57,MU,621.00,25.45
72,ATVI,216.00,638.24
81,TSLA,895.00,513.75
84,DELL,672.00,10.95
54,CSCO,405.00,909.47
87,MSFT,457.00,304.90
81,ORCL,512.00,880.46
39,MSFT,949.00,265.83
52,LRCX,510.00,548.79
17,JNPR,876.00,772.50
26,TXN,70.00,9.60
3,IBM,646.00,948.66
93,HPE,356.00,719.18
15,NTAP,251.00,294.48
30,SNPS,898.00,388.77
90,CSCO,54.00,462.63
28,NVDA,606.00,693.59
20,FB,884.00,492.83
70,ZBRA,545.00,60.35
100,XRX,552.00,288.38
51,AVGO,457.00,32.20
27,TSLA,124.00,868.95
94,GOOGL,343.00,226.51
94,ACN,21.00,466.62
87,HPQ,809.00,698.68
11,MSFT,288.00,844.92
8,NFLX,302.00,604.37
34,TSM,181.00,316.18
40,TSM,799.00,412.93
44,CRM,573.00,807.70
47,NFLX,982.00,566.25
78,HPE,518.00,985.08
60,JNPR,475.00,400.27
94,MU,749.00,879.06
84,INTC,208.00,350.40
50,NVDA,771.00,682.36
25,VRSN,594.00,947.41
1,QCOM,725.00,383.68
92,QCOM,770.00,877.18
55,AMZN,144.00,688.29
80,SNPS,810.00,425.18
24,VRSN,278.00,238.37
45,GOOG,474.00,955.99
25,MSFT,703.00,490.59
86,ZM,748.00,688.39
8,ADBE,532.00,734.76
4,ZM,180.00,918.02
41,INTC,641.00,644.37
65,GOOG,730.00,12.79
32,NVDA,998.00,438.37
100,MU,710.00,959.95
77,ADBE,353.00,203.41
54,AMAT,138.00,979.36
21,JNPR,236.00,176.52
2,VRSN,743.00,733.91
71,VRSN,516.00,820.48
59,ACN,693.00,966.10
88,ATVI,457.00,337.91
40,AMAT,86.00,968.63
24,TXN,610.00,864.24
92,STX,125.00,157.45
89,NVDA,637.00,956.38
68,XRX,946.00,157.15
6,MSFT,578.00,150.55
28,HPE,13.00,231.51
57,TSLA,957.00,301.61
37,INTC,82.00,596.12
56,ATVI,555.00,135.71
78,TXN,783.00,135.23
84,ADBE,630.00,949.28
1,VRSN,968.00,311.87
90,XRX,878.00,669.30
29,ATVI,130.00,607.66
12,AMZN,437.00,553.61
40,XRX,341.00,658.42
37,AMZN,791.00,654.42
14,AAPL,354.00,361.49
29,NVDA,537.00,794.57
4,AAPL,769.00,622.62
52,MU,564.00,212.72
41,AMZN,374.00,83.04
62,MSFT,373.00,222.79
38,QCOM,114.00,121.45
46,CSCO,942.00,202.16
7,MSFT,423.00,660.79
18,LRCX,722.00,974.48
37,SNPS,22.00,826.83
52,ADBE,142.00,184.94
10,HPQ,678.00,302.64
48,SNPS,232.00,579.36
66,NFLX,813.00,302.95
20,AMAT,810.00,193.42
50,AMZN,319.00,452.08
85,DELL,989.00,333.91
28,AVGO,403.00,491.24
56,IBM,656.00,891.52
33,EA,787.00,663.39
39,NTAP,945.00,962.88
89,ACN,147.00,828.37
96,GOOGL,690.00,979.43
51,HPQ,233.00,846.07
88,WDC,267.00,541.60
35,GOOGL,712.00,532.13
86,CTSH,265.00,939.14
68,PYPL,419.00,538.57
97,HPE,924.00,901.67
74,AMAT,372.00,840.60
93,PYPL,348.00,468.54
62,CRM,567.00,121.62
53,MSFT,80.00,992.84
50,PYPL,357.00,239.58
45,NVDA,741.00,201.70
7,QCOM,917.00,131.12
70,ZM,109.00,923.62
9,CTSH,124.00,963.61
99,AMAT,156.00,563.01
68,ZBRA,997.00,80.99
14,ZM,300.00,653.38
86,TDC,681.00,305.55
33,AMZN,373.00,852.80
93,INTC,855.00,455.85
20,INTC,560.00,558.44
85,NFLX,358.00,520.03
56,GOOG,891.00,912.19
2,ZM,763.00,784.00
21,EA,693.00,344.97
37,CSCO,629.00,355.87
90,CSCO,782.00,964.67
81,STX,136.00,950.54
46,HPE,68.00,31.27
24,AVGO,885.00,502.59
82,INTC,688.00,482.20
14,LRCX,685.00,161.08
49,XRX,736.00,972.11
6,PYPL,276.00,486.22
37,ATVI,143.00,173.46
64,ORCL,46.00,215.97
100,NTAP,317.00,147.74
87,CSCO,2.00,799.54
70,WDC,665.00,441.87
54,HPE,394.00,5.29
91,VRSN,232.00,190.35
99,NTAP,689.00,301.91
98,CRM,322.00,911.00
3,TDC,792.00,384.84
100,IBM,73.00,870.42
69,FB,720.00,173.86
87,TDC,691.00,865.21
58,MSFT,288.00,843.13
89,NTAP,208.00,15.91
55,HPQ,651.00,961.60
98,QCOM,421.00,702.88
71,MU,4.00,619.62
54,WDC,908.00,86.64
10,GOOG,98.00,496.51
64,ZM,830.00,750.22
47,STX,720.00,184.38
81,NVDA,589.00,876.75
70,CSCO,718.00,724.98
98,AMAT,233.00,33.01
91,TDC,720.00,239.26
93,TSM,961.00,67.79
38,ZBRA,162.00,733.48
13,QCOM,938.00,854.14
12,CRM,891.00,650.79
90,IBM,169.00,605.04
2,TXN,134.00,504.29
21,AMAT,106.00,274.54
5,ORCL,332.00,974.89
4,HPQ,235.00,119.95
49,MU,931.00,186.81
35,NTAP,916.00,845.09
38,JNPR,983.00,483.66
62,ACN,361.00,870.99
13,ZBRA,91.00,919.78
10,VRSN,719.00,187.25
70,TDC,15.00,854.29
33,JNPR,928.00,925.99
2,ACN,37.00,489.47
78,NTAP,135.00,270.09
29,CTSH,4.00,930.34
30,STX,232.00,558.18
44,NFLX,832.00,359.04
35,ATVI,270.00,481.23
65,HPE,120.00,215.43
68,MU,300.00,79.03
9,PYPL,442.00,854.20
41,NFLX,509.00,839.55
3,CTSH,858.00,9.66
53,JNPR,326.00,580.18
47,ADBE,112.00,540.32
18,CRM,566.00,947.10
52,MU,46.00,348.77
61,AMZN,571.00,307.34
6,CSCO,759.00,76.20
46,MU,735.00,528.11
57,GOOG,142.00,156.25
44,ZBRA,767.00,638.70
63,WDC,494.00,79.62
52,AMAT,536.00,652.54
28,GOOG,81.00,268.59
45,CRM,362.00,890.60
62,MU,658.00,789.77
9,XRX,192.00,991.93
90,GOOGL,158.00,243.75
87,FB,156.00,423.03
70,VRSN,2.00,561.85
100,LRCX,641.00,705.26
83,NTAP,720.00,113.11
84,ZBRA,163.00,767.64
67,MSFT,884.00,478.83
29,GOOGL,0.00,802.33
61,TSM,655.00,486.94
46,TSM,744.00,750.98
67,HPQ,619.00,615.73
36,CRM,704.00,82.41
54,ADBE,948.00,673.62
77,ATVI,343.00,835.50
1,ACN,361.00,741.34
59,TSM,736.00,995.88
96,ATVI,789.00,722.78
9,STX,393.00,151.15
92,ZM,132.00,492.75
20,SNPS,646.00,26.32
54,TDC,4.00,552.44
20,ADBE,190.00,939.97
57,STX,901.00,307.68
64,TSM,315.00,440.92
13,AAPL,805.00,570.36
35,GOOGL,828.00,386.67
9,DELL,822.00,649.92
76,ATVI,630.00,506.71
9,TDC,111.00,449.81
31,FB,487.00,57.49
22,GOOGL,10.00,312.86
15,AMAT,531.00,520.39
38,CSCO,950.00,969.74
14,ORCL,663.00,420.31
69,XRX,508.00,836.48
70,ZM,119.00,249.29
99,AVGO,686.00,79.73
14,CRM,129.00,168.47
64,CRM,286.00,322.69
40,TDC,753.00,631.19
98,HPQ,95.00,599.71
5,TSM,724.00,321.01
85,AAPL,435.00,184.51
69,WDC,345.00,830.73
62,FB,513.00,214.65
2,TSLA,265.00,322.03
23,CTSH,919.00,613.85
97,EA,284.00,999.84
35,NFLX,592.00,674.44
28,FB,149.00,611.78
89,GOOG,509.00,803.45
7,DELL,682.00,340.12
49,PYPL,397.00,359.04
12,CSCO,483.00,392.13
91,WDC,793.00,207.82
24,ACN,885.00,314.60
12,DELL,849.00,619.07
99,WDC,775.00,559.09
29,TXN,379.00,378.51
75,CSCO,437.00,106.73
90,INTC,787.00,552.00
71,CSCO,531.00,25.09
99,ZM,674.00,158.80
18,INTC,949.00,674.02
58,JNPR,123.00,124.16
11,SNPS,312.00,903.56
33,GOOG,870.00,272.99
47,ZBRA,544.00,994.27
61,MU,872.00,798.61
85,CSCO,64.00,278.58
47,CTSH,8.00,595.44
74,CTSH,846.00,351.80
88,ADBE,43.00,79.10
47,VRSN,801.00,532.15
91,GOOG,263.00,634.52
14,MU,675.00,761.49
94,NTAP,650.00,630.29
30,CTSH,936.00,451.92
23,AAPL,809.00,16.57
20,DELL,920.00,878.19
76,HPQ,353.00,884.34
11,CRM,856.00,591.70
95,AVGO,918.00,5.20
2,DELL,253.00,989.23
3,FB,471.00,294.04
53,PYPL,522.00,607.88
47,PYPL,145.00,340.77
10,GOOGL,650.00,937.66
50,EA,379.00,642.66
96,AVGO,196.00,543.89
6,AVGO,752.00,935.64
75,HPE,885.00,73.85
29,HPE,547.00,70.61
32,INTC,578.00,285.83
87,HPE,728.00,209.86
21,CTSH,469.00,583.11
33,AVGO,711.00,729.20
29,XRX,952.00,661.60
69,QCOM,57.00,102.91
38,HPE,695.00,787.07
10,LRCX,944.00,221.49
23,LRCX,131.00,906.32
22,IBM,92.00,46.30
60,IBM,749.00,266.35
75,DELL,621.00,240.51
51,HPE,274.00,466.71
88,ACN,174.00,432.40
63,ORCL,75.00,902.24
98,ADBE,538.00,64.94
85,TSLA,911.00,367.03
4,AMAT,878.00,364.54
19,ACN,435.00,185.09
44,ADBE,689.00,822.44
30,JNPR,707.00,609.26
25,EA,505.00,723.59
15,ATVI,344.00,386.97
27,ZBRA,448.00,680.80
49,AAPL,816.00,330.19
82,ORCL,710.00,836.18
85,GOOGL,850.00,446.32
46,NFLX,167.00,376.97
73,IBM,865.00,688.05
23,NFLX,383.00,279.68
30,AMZN,814.00,662.22
94,ZBRA,442.00,744.29
70,HPE,905.00,701.35
54,NFLX,172.00,609.13
82,ZM,158.00,546.02
45,ZM,550.00,147.90
9,CTSH,882.00,512.61
98,AMAT,278.00,41.23
57,GOOGL,768.00,427.76
21,EA,812.00,988.67
95,TDC,441.00,799.58
77,TSM,382.00,380.64
5,ACN,979.00,665.38
43,INTC,883.00,685.55
54,ZM,154.00,306.64
28,HPE,864.00,723.60
96,CRM,853.00,554.04
36,AVGO,228.00,796.84
55,FB,452.00,719.08
55,MSFT,662.00,724.20
42,GOOG,676.00,283.39
77,TDC,282.00,190.21
4,STX,862.00,352.78
27,TDC,423.00,458.31
9,ATVI,374.00,540.47
66,TXN,56.00,421.83
38,CSCO,340.00,382.17
19,XRX,809.00,170.42
77,ATVI,791.00,605.75
18,ATVI,181.00,734.66
63,DELL,781.00,578.83
30,INTC,100.00,438.43
18,TXN,7.00,40.12
60,ZM,657.00,336.17
82,XRX,19.00,783.73
14,ATVI,461.00,541.75
93,CTSH,153.00,310.36
56,MU,802.00,865.47
99,LRCX,878.00,585.39
61,ZM,509.00,67.66
71,ATVI,413.00,950.83
74,NFLX,155.00,210.21
58,AVGO,94.00,927.00
62,JNPR,60.00,41.16
53,QCOM,136.00,109.05
3,CSCO,347.00,83.25
84,ACN,185.00,614.84
3,NFLX,179.00,113.54
33,MSFT,274.00,572.68
34,JNPR,176.00,19.34
37,QCOM,563.00,950.83
88,MSFT,917.00,594.68
51,ATVI,578.00,625.80
3,ADBE,411.00,701.88
91,SNPS,474.00,961.83
85,NVDA,358.00,364.40
20,GOOGL,229.00,331.89
74,QCOM,60.00,780.08
79,ZM,571.00,948.30
43,TXN,867.00,947.86
7,VRSN,871.00,91.37
53,MU,120.00,586.48
38,ACN,197.00,325.07
79,AVGO,653.00,290.29
89,ATVI,220.00,571.19
15,SNPS,53.00,415.12
66,ORCL,682.00,976.75
29,AAPL,34.00,16.16
43,GOOG,695.00,354.29
16,WDC,494.00,270.46
47,HPE,229.00,600.58
51,PYPL,31.00,207.85
76,INTC,760.00,906.47
62,STX,958.00,247.23
51,ATVI,202.00,759.24
35,EA,176.00,989.22
38,EA,926.00,708.31
41,TSLA,524.00,951.36
85,SNPS,884.00,616.37
33,FB,652.00,448.95
71,CRM,595.00,649.96
36,HPQ,775.00,622.12
30,ADBE,24.00,577.41
42,EA,147.00,689.05
11,MU,196.00,36.21
56,TDC,482.00,865.66
29,TSM,725.00,308.45
15,VRSN,64.00,33.44
87,PYPL,291.00,799.74
51,NVDA,795.00,160.14
21,TSM,516.00,855.72
90,HPQ,942.00,682.11
86,DELL,615.00,770.03
66,XRX,944.00,542.46
42,NTAP,648.00,838.36
48,TXN,239.00,345.61
54,CSCO,217.00,95.68
67,TSM,687.00,136.97
88,INTC,944.00,937.15
87,HPQ,845.00,645.34
16,ADBE,158.00,167.74
15,STX,46.00,436.08
20,IBM,767.00,151.94
55,TSM,954.00,314.66
27,SNPS,452.00,641.78
88,TSM,39.00,493.13
58,GOOG,924.00,550.21
20,TDC,178.00,486.00
33,ZM,201.00,406.26
63,XRX,454.00,437.55
17,INTC,567.00,479.69
18,HPE,28.00,599.08
32,TDC,93.00,594.93
77,INTC,885.00,972.47
6,CTSH,414.00,467.48
74,ZM,141.00,715.54
1,INTC,732.00,990.92
11,XRX,560.00,765.05
55,HPQ,854.00,278.43
29,TXN,894.00,274.90
56,TSLA,473.00,420.07
60,TSLA,697.00,889.53
82,PYPL,745.00,855.46
84,NVDA,255.00,577.29
19,DELL,708.00,981.34
6,QCOM,401.00,733.24
79,HPE,988.00,114.36
90,QCOM,36.00,527.84
53,ATVI,797.00,211.75
58,GOOGL,354.00,25.78
32,AMAT,177.00,815.87
26,ORCL,899.00,428.09
95,ORCL,82.00,533.67
82,ATVI,800.00,901.41
64,JNPR,897.00,987.58
68,FB,756.00,849.43
54,WDC,679.00,582.08
49,CTSH,582.00,154.84
51,INTC,497.00,618.35
27,NFLX,446.00,873.82
73,FB,985.00,259.30
90,PYPL,230.00,100.69
99,GOOG,380.00,597.97
23,INTC,801.00,236.93
61,QCOM,96.00,615.14
37,TSM,364.00,696.54
6,NVDA,153.00,124.56
36,LRCX,500.00,158.81
22,EA,572.00,899.87
64,XRX,900.00,840.05
76,MU,191.00,52.53
7,JNPR,330.00,897.28
6,IBM,247.00,387.75
17,HPQ,830.00,999.92
4,QCOM,421.00,903.67
40,EA,726.00,309.22
82,ZBRA,21.00,818.84
41,JNPR,565.00,591.24
92,NTAP,417.00,514.04
74,MSFT,735.00,954.86
73,TSM,826.00,556.65
73,NTAP,110.00,755.09
40,NVDA,102.00,539.31
72,ADBE,775.00,530.27
8,EA,205.00,809.33
85,MSFT,557.00,452.66
57,HPE,630.00,291.23
1,DELL,806.00,663.19
92,QCOM,203.00,512.10
36,TXN,667.00,34.09
55,AVGO,267.00,627.87
82,IBM,819.00,357.37
28,PYPL,507.00,718.43
54,AMZN,537.00,692.10
60,AMAT,333.00,870.28
39,ADBE,742.00,620.54
18,TSLA,17.00,597.87
81,HPQ,601.00,460.57
1,XRX,525.00,968.23
51,NTAP,168.00,61.22
65,NTAP,312.00,387.91
86,MSFT,480.00,668.38
10,EA,184.00,387.74
22,HPE,514.00,489.46
81,DELL,676.00,897.70
47,ADBE,424.00,8.39
6,ZM,329.00,442.90
87,ACN,498.00,806.76
90,STX,648.00,411.31
72,HPE,364.00,631.98
38,MU,512.00,44.89
99,DELL,72.00,720.18
100,NTAP,271.00,88.02
74,IBM,807.00,929.16
34,AMAT,824.00,90.55
13,NFLX,166.00,66.02
96,XRX,492.00,207.48
8,WDC,101.00,904.44
68,QCOM,612.00,963.47
71,STX,902.00,777.94
77,CRM,397.00,857.26
1,NTAP,805.00,308.65
52,QCOM,721.00,869.97
17,NTAP,131.00,784.94
26,NFLX,231.00,910.52
48,STX,179.00,936.79
8,STX,332.00,982.84
25,GOOG,433.00,374.22
40,SNPS,385.00,391.43
4,DELL,46.00,752.16
43,ZM,711.00,615.41
40,INTC,966.00,804.03
24,AMAT,795.00,576.04
67,AMZN,526.00,746.82
79,ZBRA,436.00,898.53
29,GOOGL,780.00,201.88
77,ADBE,448.00,426.16
25,AAPL,402.00,698.70
13,MU,914.00,683.34
80,STX,477.00,32.96
44,NVDA,933.00,203.98
61,CTSH,109.00,235.28
45,CTSH,262.00,642.19
33,WDC,354.00,674.21
9,JNPR,229.00,365.13
8,EA,626.00,864.22
38,TDC,861.00,790.64
58,ORCL,404.00,879.05
3,ATVI,167.00,77.68
55,TSLA,738.00,880.96
80,VRSN,157.00,902.98
95,EA,799.00,167.88
77,TXN,268.00,964.94
29,PYPL,463.00,313.55
57,ZM,516.00,544.13
38,QCOM,738.00,429.71
48,AVGO,890.00,919.50
18,XRX,608.00,314.72
87,ZBRA,205.00,690.34
75,EA,793.00,269.79
33,CRM,872.00,86.35
58,AVGO,739.00,661.48
44,XRX,824.00,161.58
23,STX,122.00,888.70
27,HPE,135.00,362.68
33,TXN,53.00,272.38
28,TSLA,730.00,338.13
16,NFLX,187.00,527.81
38,MU,901.00,11.92
19,CRM,911.00,902.52
56,GOOG,305.00,884.07
68,NFLX,854.00,766.40
31,AMZN,504.00,239.81
29,ATVI,30.00,426.54
88,INTC,95.00,450.31
56,LRCX,997.00,205.52
96,ATVI,958.00,830.10
52,ZBRA,602.00,369.73
86,PYPL,176.00,579.82
31,STX,994.00,323.87
36,TSM,746.00,187.51
50,HPE,822.00,597.34
27,NVDA,279.00,287.82
98,ACN,739.00,540.69
20,CTSH,497.00,385.68
23,ACN,603.00,322.40
67,AMAT,511.00,39.34
23,CRM,53.00,770.94
65,MSFT,513.00,67.65
72,ZBRA,463.00,842.04
5,CRM,739.00,97.08
13,IBM,615.00,7.85
30,JNPR,331.00,296.67
72,XRX,846.00,662.59
61,MU,935.00,462.05
83,ZM,799.00,718.10
63,MSFT,756.00,704.89
49,WDC,387.00,923.56
1,AMZN,67.00,879.73
51,WDC,47.00,84.63
20,ORCL,62.00,537.61
86,HPQ,855.00,280.66
31,NTAP,350.00,634.31
51,NTAP,645.00,382.38
39,HPE,300.00,440.73
39,TXN,804.00,657.98
29,AMZN,914.00,103.86
20,ATVI,54.00,22.04
53,AVGO,910.00,89.20
29,QCOM,162.00,529.64
4,FB,208.00,298.80
72,CTSH,144.00,47.04
20,ZM,66.00,3.83
41,AAPL,286.00,640.82
79,DELL,719.00,856.64
78,TSM,987.00,118.73
18,TXN,461.00,154.46
95,CSCO,205.00,328.56
60,VRSN,802.00,215.36
16,ACN,75.00,275.28
46,NVDA,460.00,196.85
28,LRCX,92.00,852.33
9,EA,709.00,938.34
5,QCOM,95.00,999.04
48,HPE,819.00,441.18
17,ATVI,188.00,394.62
77,CTSH,108.00,413.23
9,TDC,634.00,377.80
11,ORCL,416.00,899.64
19,ACN,703.00,641.65
22,NVDA,690.00,397.75
2,NVDA,456.00,395.02
39,SNPS,671.00,10.88
57,AVGO,427.00,104.35
66,NVDA,648.00,134.66
44,DELL,216.00,634.19
26,XRX,609.00,888.88
89,JNPR,85.00,589.87
22,DELL,122.00,9.02
26,LRCX,746.00,932.40
64,WDC,760.00,194.05
8,HPE,654.00,483.59
3,TDC,903.00,969.97
100,STX,298.00,768.42
66,TDC,318.00,974.03
87,LRCX,176.00,752.01
25,VRSN,982.00,189.94
61,TSM,357.00,420.35
47,INTC,274.00,71.95
18,TDC,804.00,826.44
35,SNPS,748.00,683.96
14,AMAT,920.00,178.00
47,ZBRA,452.00,949.82
9,LRCX,90.00,777.89
84,LRCX,906.00,861.52
76,AMAT,362.00,145.24
89,GOOGL,638.00,24.67
58,ZM,771.00,443.08
12,NVDA,430.00,233.83
88,SNPS,261.00,417.27
44,IBM,245.00,865.06
75,AAPL,551.00,411.92
54,CRM,121.00,749.09
10,GOOG,831.00,668.28
11,ZBRA,218.00,845.72
33,INTC,638.00,36.52
78,GOOGL,577.00,478.37
49,JNPR,816.00,434.39
57,XRX,94.00,107.86
22,JNPR,41.00,871.82
52,STX,660.00,624.79
20,AVGO,994.00,627.09
25,GOOG,439.00,922.91
36,VRSN,876.00,208.24
3,FB,747.00,78.67
80,NFLX,666.00,62.43
51,LRCX,74.00,807.27
6,EA,183.00,606.17
13,HPQ,366.00,991.35
10,NVDA,747.00,41.07
95,HPQ,809.00,985.75
48,AMZN,20.00,592.75
72,GOOGL,5.00,90.17
65,ORCL,354.00,264.23
55,ZBRA,603.00,51.37
55,CRM,829.00,930.94
74,TSLA,175.00,707.47
75,LRCX,10.00,620.86
63,JNPR,356.00,919.17
98,QCOM,319.00,121.04
30,XRX,43.00,746.14
45,CSCO,848.00,631.18
6,STX,770.00,421.67
61,NTAP,392.00,44.92
6,AMAT,190.00,54.42
21,FB,434.00,581.52
60,AMZN,970.00,143.67
53,TXN,848.00,912.95
14,TXN,329.00,932.58
51,AVGO,109.00,635.99
3,WDC,825.00,344.00
77,PYPL,880.00,924.00
79,ZM,32.00,744.17
44,INTC,949.00,459.75
60,ORCL,164.00,61.91
89,MU,609.00,298.43
29,IBM,794.00,854.47
95,CRM,755.00,139.30
10,FB,326.00,755.77
88,JNPR,168.00,594.43
82,ZM,990.00,368.85
29,LRCX,668.00,434.92
90,LRCX,736.00,71.67
88,VRSN,89.00,467.73
88,MU,556.00,393.54
93,NVDA,322.00,650.19
86,DELL,448.00,589.65
21,XRX,986.00,284.91
3,TDC,442.00,791.71
81,ATVI,633.00,654.11
80,ZM,847.00,645.21
22,AAPL,803.00,250.46
8,TXN,172.00,657.29
16,CRM,624.00,840.62
16,HPQ,952.00,573.65
93,WDC,125.00,957.68
18,TSM,66.00,979.35
69,GOOGL,908.00,60.94
26,HPQ,7.00,975.09
98,FB,300.00,523.64
90,CTSH,936.00,219.55
97,TXN,705.00,813.77
93,JNPR,313.00,847.59
44,STX,381.00,718.40
54,ADBE,342.00,775.48
61,HPQ,526.00,228.42
17,AMAT,472.00,686.30
68,QCOM,149.00,748.51
24,EA,701.00,552.37
27,ATVI,900.00,626.30
64,TXN,511.00,896.00
95,LRCX,703.00,605.05
50,TDC,831.00,116.02
7,DELL,777.00,695.59
1,CSCO,550.00,114.92
38,NFLX,392.00,136.39
89,CSCO,744.00,149.38
9,HPE,482.00,564.51
17,MSFT,979.00,297.42
32,PYPL,76.00,255.67
58,VRSN,743.00,185.66
38,ZM,348.00,308.18
82,JNPR,317.00,653.08
25,INTC,976.00,943.38
65,LRCX,162.00,840.47
65,STX,413.00,674.36
78,HPE,211.00,790.11
87,WDC,623.00,955.00
86,VRSN,289.00,15.73
37,HPE,805.00,63.08
94,GOOGL,248.00,660.38
7,TDC,649.00,393.96
63,AAPL,309.00,797.95
93,ZM,692.00,45.48
38,TDC,536.00,154.15
45,NTAP,430.00,560.08
14,CTSH,320.00,23.58
83,QCOM,932.00,956.81
76,TSLA,247.00,441.70
100,XRX,837.00,733.53
84,INTC,756.00,734.08
29,ADBE,798.00,349.01
52,NTAP,543.00,409.96
65,AAPL,593.00,804.69
91,IBM,750.00,993.31
6,VRSN,407.00,337.77
34,FB,602.00,791.43
75,DELL,991.00,909.81
50,VRSN,301.00,790.03
14,TSM,734.00,129.40
80,AMAT,671.00,833.24
93,NTAP,986.00,482.78
28,PYPL,261.00,997.94
70,ORCL,335.00,262.57
91,TSLA,338.00,604.06
71,TXN,901.00,383.19
57,WDC,504.00,616.22
7,AAPL,167.00,350.10
89,LRCX,465.00,286.27
39,ZBRA,259.00,10.69
77,TSLA,801.00,762.92
53,TDC,122.00,356.07
6,AMAT,484.00,51.29
12,FB,494.00,565.98
55,WDC,260.00,144.08
19,IBM,165.00,693.12
4,GOOGL,978.00,365.65
50,ORCL,547.00,868.41
24,SNPS,358.00,971.14
90,TSLA,199.00,675.49
1,ZM,754.00,825.37
49,QCOM,592.00,390.54
73,AMZN,910.00,549.24
76,XRX,34.00,112.55
75,INTC,846.00,866.46
39,LRCX,412.00,419.62
38,MU,527.00,9.27
72,PYPL,97.00,78.34
90,WDC,133.00,949.03
18,QCOM,155.00,506.33
52,MSFT,381.00,906.06
44,NVDA,751.00,141.96
50,NVDA,520.00,62.82
86,NVDA,503.00,610.74
41,ATVI,354.00,655.56
49,HPQ,362.00,594.27
85,EA,875.00,651.68
77,XRX,484.00,605.88
17,JNPR,867.00,33.62
63,LRCX,490.00,455.72
41,EA,153.00,304.79
28,TSLA,440.00,48.81
37,JNPR,977.00,208.98
21,HPE,825.00,300.84
19,VRSN,412.00,812.08
62,XRX,909.00,379.64
56,TXN,543.00,33.14
41,NVDA,759.00,184.19
55,CRM,651.00,431.78
41,GOOGL,417.00,958.34
13,HPE,538.00,559.85
82,VRSN,716.00,203.20
96,LRCX,670.00,467.43
76,ORCL,439.00,599.78
100,STX,812.00,16.73
54,NFLX,620.00,482.87
24,WDC,386.00,502.31
65,GOOG,34.00,517.00
54,XRX,889.00,701.81
99,MU,127.00,617.63
5,AMZN,303.00,888.77
39,ZBRA,895.00,832.84
85,IBM,593.00,527.58
34,AAPL,512.00,855.40
84,XRX,68.00,340.16
88,NFLX,846.00,70.25
17,TSM,586.00,185.22
88,GOOG,321.00,559.06
66,VRSN,324.00,722.96
90,ZM,4.00,281.29
72,ACN,135.00,151.62
4,EA,179.00,730.52
1,ADBE,273.00,396.97
60,TSLA,139.00,724.93
68,AMZN,656.00,11.97
81,HPE,389.00,632.45
81,ADBE,662.00,700.87
52,GOOGL,974.00,254.08
78,ACN,877.00,820.46
13,TSLA,181.00,792.92
60,DELL,135.00,431.21
59,SNPS,425.00,821.64
64,HPQ,662.00,471.71
64,LRCX,759.00,928.07
81,SNPS,115.00,412.11
53,TSLA,44.00,766.01
28,ATVI,834.00,305.84
12,HPE,516.00,567.94
16,GOOGL,700.00,503.60
11,NTAP,163.00,786.11
25,HPE,546.00,419.44
77,ZM,46.00,420.69
84,ZM,221.00,646.13
99,AMAT,495.00,766.01
92,AAPL,25.00,405.47
85,AAPL,834.00,760.27
1,CSCO,437.00,788.88
75,ZM,197.00,859.47
27,AAPL,758.00,494.53
5,AAPL,754.00,372.75
24,ATVI,538.00,799.69
